id,pert,gene,task,label
de_Ube2m_Cd36,Ube2m,Cd36,de,1
de_Ube2m_Akr1a1,Ube2m,Akr1a1,de,1
de_Ube2m_Or8b54,Ube2m,Or8b54,de,0
de_Ube2m_Ston2,Ube2m,Ston2,de,0
de_Ube2m_Usp32,Ube2m,Usp32,de,0
de_Ube2m_Gm19409,Ube2m,Gm19409,de,0
de_Ube2m_Cog5,Ube2m,Cog5,de,0
de_Ube2n_Peli1,Ube2n,Peli1,de,1
de_Ube2n_Clec4e,Ube2n,Clec4e,de,1
de_Ube2n_Dus4l,Ube2n,Dus4l,de,0
de_Ube2n_Bloc1s6,Ube2n,Bloc1s6,de,0
de_Ube2n_Hgh1,Ube2n,Hgh1,de,0
de_Ube2n_Tslp,Ube2n,Tslp,de,0
de_Ube2n_Narf,Ube2n,Narf,de,0
de_Ube4b_Fcgr4,Ube4b,Fcgr4,de,1
de_Ube4b_Slc28a2,Ube4b,Slc28a2,de,1
de_Ube4b_Gpr68,Ube4b,Gpr68,de,0
de_Ube4b_Lcmt2,Ube4b,Lcmt2,de,0
de_Ube4b_Ccdc88b,Ube4b,Ccdc88b,de,0
de_Ube4b_Pdcd7,Ube4b,Pdcd7,de,0
de_Ube4b_Arhgap35,Ube4b,Arhgap35,de,0
de_Vps52_Cxcl2,Vps52,Cxcl2,de,1
de_Vps52_Ptgs2,Vps52,Ptgs2,de,1
de_Vps52_Prr13,Vps52,Prr13,de,0
de_Vps52_Golm1,Vps52,Golm1,de,0
de_Vps52_Cd247,Vps52,Cd247,de,0
de_Vps52_Brms1l,Vps52,Brms1l,de,0
de_Vps52_Stim2,Vps52,Stim2,de,0
de_Vps54_Manf,Vps54,Manf,de,1
de_Vps54_Alox5ap,Vps54,Alox5ap,de,1
de_Vps54_Zfp60,Vps54,Zfp60,de,0
de_Vps54_Tomm40,Vps54,Tomm40,de,0
de_Vps54_Kifc1,Vps54,Kifc1,de,0
de_Vps54_Gm30082,Vps54,Gm30082,de,0
de_Vps54_Gas7,Vps54,Gas7,de,0
de_Vps72_Cdkn1a,Vps72,Cdkn1a,de,1
de_Vps72_Npy,Vps72,Npy,de,1
de_Vps72_Lyl1,Vps72,Lyl1,de,0
de_Vps72_Col1a1,Vps72,Col1a1,de,0
de_Vps72_Gm31508,Vps72,Gm31508,de,0
de_Vps72_Gm38304,Vps72,Gm38304,de,0
de_Vps72_9130019P16Rik,Vps72,9130019P16Rik,de,0
de_Yae1d1_Mx2,Yae1d1,Mx2,de,1
de_Yae1d1_Zfas1,Yae1d1,Zfas1,de,1
de_Yae1d1_Gtf2e1,Yae1d1,Gtf2e1,de,0
de_Yae1d1_Osbpl3,Yae1d1,Osbpl3,de,0
de_Yae1d1_Zc3h12b,Yae1d1,Zc3h12b,de,0
de_Yae1d1_Ebi3,Yae1d1,Ebi3,de,0
de_Yae1d1_Gnat3,Yae1d1,Gnat3,de,0
de_Yeats4_Ms4a7,Yeats4,Ms4a7,de,1
de_Yeats4_Tbrg1,Yeats4,Tbrg1,de,1
de_Yeats4_Stn1,Yeats4,Stn1,de,0
de_Yeats4_Tdp2,Yeats4,Tdp2,de,0
de_Yeats4_Ehd2,Yeats4,Ehd2,de,0
de_Yeats4_Chmp1b2,Yeats4,Chmp1b2,de,0
de_Yeats4_Tmc8,Yeats4,Tmc8,de,0
de_Ylpm1_Ms4a6c,Ylpm1,Ms4a6c,de,1
de_Ylpm1_Mpeg1,Ylpm1,Mpeg1,de,1
de_Ylpm1_Acsl1,Ylpm1,Acsl1,de,0
de_Ylpm1_Rab3d,Ylpm1,Rab3d,de,0
de_Ylpm1_Gm47507,Ylpm1,Gm47507,de,0
de_Ylpm1_H3c11,Ylpm1,H3c11,de,0
de_Ylpm1_Il4ra,Ylpm1,Il4ra,de,0
dir_2310011J03Rik_Ccl2,2310011J03Rik,Ccl2,dir,0
dir_2310011J03Rik_Lrp1,2310011J03Rik,Lrp1,dir,0
dir_Aars_H2-Q7,Aars,H2-Q7,dir,1
dir_Aars_Sqstm1,Aars,Sqstm1,dir,1
dir_Abi1_Ctsl,Abi1,Ctsl,dir,1
dir_Abi1_Cotl1,Abi1,Cotl1,dir,0
dir_Arpc2_Actb,Arpc2,Actb,dir,0
dir_Arpc2_Actg1,Arpc2,Actg1,dir,0
dir_Arpc3_Actb,Arpc3,Actb,dir,0
dir_Arpc3_Actg1,Arpc3,Actg1,dir,0
dir_Arpc4_Actg1,Arpc4,Actg1,dir,0
dir_Arpc4_Cotl1,Arpc4,Cotl1,dir,0
dir_Bloc1s1_Creg1,Bloc1s1,Creg1,dir,1
dir_Bloc1s1_Sqstm1,Bloc1s1,Sqstm1,dir,1
dir_Bop1_Cdkn1a,Bop1,Cdkn1a,dir,1
dir_Bop1_Cd69,Bop1,Cd69,dir,1
dir_Bptf_Ly9,Bptf,Ly9,dir,1
dir_Bptf_Clec4a2,Bptf,Clec4a2,dir,1
dir_Cfdp1_Cdkn1a,Cfdp1,Cdkn1a,dir,1
dir_Cfdp1_H2-Q7,Cfdp1,H2-Q7,dir,1
dir_Chd4_Rhoc,Chd4,Rhoc,dir,1
dir_Chd4_Creg1,Chd4,Creg1,dir,1
dir_Chmp3_Rsad2,Chmp3,Rsad2,dir,1
dir_Chmp3_Il15,Chmp3,Il15,dir,1
dir_Ctcf_Acaa2,Ctcf,Acaa2,dir,1
dir_Ctcf_Prdx4,Ctcf,Prdx4,dir,1
dir_Ctdnep1_Slamf7,Ctdnep1,Slamf7,dir,0
dir_Ctdnep1_Il1rn,Ctdnep1,Il1rn,dir,0
dir_Ctdspl2_Ifi27l2a,Ctdspl2,Ifi27l2a,dir,0
dir_Ctdspl2_Aif1,Ctdspl2,Aif1,dir,0
dir_Ddx6_Lpl,Ddx6,Lpl,dir,1
dir_Ddx6_Spp1,Ddx6,Spp1,dir,1
dir_Derl2_Hspa5,Derl2,Hspa5,dir,1
dir_Derl2_Calr,Derl2,Calr,dir,1
dir_Dhx15_Ftl1,Dhx15,Ftl1,dir,1
dir_Dhx15_Ftl1-ps1,Dhx15,Ftl1-ps1,dir,1
dir_Ehmt2_Gstm1,Ehmt2,Gstm1,dir,1
dir_Ehmt2_Gm14461,Ehmt2,Gm14461,dir,1
dir_Eif1ad_Calr,Eif1ad,Calr,dir,0
dir_Eif1ad_Eif5,Eif1ad,Eif5,dir,1
dir_Eif2s1_Chchd10,Eif2s1,Chchd10,dir,1
dir_Eif2s1_Mt2,Eif2s1,Mt2,dir,1
dir_Fzr1_Morrbid,Fzr1,Morrbid,dir,1
dir_Fzr1_Dnajc1,Fzr1,Dnajc1,dir,1
dir_Gemin5_Cdkn1a,Gemin5,Cdkn1a,dir,1
dir_Gemin5_H2bc4,Gemin5,H2bc4,dir,1
dir_Gins2_Fcgr2b,Gins2,Fcgr2b,dir,0
dir_Gins2_Ass1,Gins2,Ass1,dir,0
dir_Hyou1_Hspa5,Hyou1,Hspa5,dir,1
dir_Hyou1_Hsp90b1,Hyou1,Hsp90b1,dir,1
dir_Ifnar1_Ifi209,Ifnar1,Ifi209,dir,0
dir_Ifnar1_Ifi205,Ifnar1,Ifi205,dir,0
dir_Igbp1_Sqstm1,Igbp1,Sqstm1,dir,1
dir_Igbp1_Spryd7,Igbp1,Spryd7,dir,1
dir_Jtb_Rabac1,Jtb,Rabac1,dir,1
dir_Jtb_Cxcl2,Jtb,Cxcl2,dir,1
dir_Junb_AA467197,Junb,AA467197,dir,0
dir_Junb_Ptpn1,Junb,Ptpn1,dir,1
dir_Kars_Fndc3a,Kars,Fndc3a,dir,1
dir_Kars_Cd72,Kars,Cd72,dir,0
dir_Maea_Ptma,Maea,Ptma,dir,0
dir_Maea_Pnp,Maea,Pnp,dir,0
dir_Mafb_C1qc,Mafb,C1qc,dir,0
dir_Mafb_Ms4a7,Mafb,Ms4a7,dir,0
dir_Map3k8_Clec4d,Map3k8,Clec4d,dir,0
dir_Map3k8_Itga4,Map3k8,Itga4,dir,1
dir_Mms22l_Mt1,Mms22l,Mt1,dir,1
dir_Mms22l_Itgb8,Mms22l,Itgb8,dir,0
dir_Mnt_Gsto1,Mnt,Gsto1,dir,1
dir_Mnt_Ninj1,Mnt,Ninj1,dir,1
dir_Mphosph10_Actg1,Mphosph10,Actg1,dir,0
dir_Mphosph10_Ifih1,Mphosph10,Ifih1,dir,1
dir_Nfkbiz_Serp1,Nfkbiz,Serp1,dir,0
dir_Nfkbiz_Psma6,Nfkbiz,Psma6,dir,0
dir_Nfyc_Lgals1,Nfyc,Lgals1,dir,0
dir_Nfyc_BC051226,Nfyc,BC051226,dir,1
dir_Nipbl_Creg1,Nipbl,Creg1,dir,1
dir_Nipbl_Psma6,Nipbl,Psma6,dir,0
dir_Pafah1b1_Ass1,Pafah1b1,Ass1,dir,0
dir_Pafah1b1_Cd274,Pafah1b1,Cd274,dir,1
dir_Pak2_Gpnmb,Pak2,Gpnmb,dir,1
dir_Pak2_Mmp12,Pak2,Mmp12,dir,1
dir_Pbrm1_Camkk2,Pbrm1,Camkk2,dir,1
dir_Pbrm1_Uchl1,Pbrm1,Uchl1,dir,0
dir_Polr2j_Creg1,Polr2j,Creg1,dir,1
dir_Polr2j_Saa3,Polr2j,Saa3,dir,0
dir_Ppcs_Abcg1,Ppcs,Abcg1,dir,1
dir_Ppcs_Pdia6,Ppcs,Pdia6,dir,0
dir_Ppie_Lgals3,Ppie,Lgals3,dir,1
dir_Ppie_Nrp2,Ppie,Nrp2,dir,1
dir_Ptpa_Hmga1,Ptpa,Hmga1,dir,1
dir_Ptpa_S100a10,Ptpa,S100a10,dir,1
dir_Ptpn11_Alox5ap,Ptpn11,Alox5ap,dir,0
dir_Ptpn11_Ms4a7,Ptpn11,Ms4a7,dir,1
dir_Ptpn2_Cxcl9,Ptpn2,Cxcl9,dir,1
dir_Ptpn2_Irf8,Ptpn2,Irf8,dir,1
dir_Rela_Clec4e,Rela,Clec4e,dir,0
dir_Rela_Acod1,Rela,Acod1,dir,0
dir_Rhbdf2_Mmp12,Rhbdf2,Mmp12,dir,1
dir_Rhbdf2_Plaur,Rhbdf2,Plaur,dir,1
dir_Rheb_Gda,Rheb,Gda,dir,1
dir_Rheb_Lgals1,Rheb,Lgals1,dir,0
dir_Rps5_1110038B12Rik,Rps5,1110038B12Rik,dir,1
dir_Rps5_Ifih1,Rps5,Ifih1,dir,1
dir_Rptor_Dock10,Rptor,Dock10,dir,1
dir_Rptor_Mpeg1,Rptor,Mpeg1,dir,1
dir_Rraga_Psap,Rraga,Psap,dir,1
dir_Rraga_Cd63,Rraga,Cd63,dir,1
dir_Setd2_Glrx,Setd2,Glrx,dir,0
dir_Setd2_Mmp12,Setd2,Mmp12,dir,1
dir_Sfpq_Pdzk1ip1,Sfpq,Pdzk1ip1,dir,1
dir_Sfpq_Ctsh,Sfpq,Ctsh,dir,1
dir_Sgms1_Mmp12,Sgms1,Mmp12,dir,1
dir_Sgms1_Tgfbr1,Sgms1,Tgfbr1,dir,1
dir_Spout1_Cd69,Spout1,Cd69,dir,1
dir_Spout1_Cdkn1a,Spout1,Cdkn1a,dir,1
dir_Sptlc1_B4galt5,Sptlc1,B4galt5,dir,1
dir_Sptlc1_Nos2,Sptlc1,Nos2,dir,1
dir_Sptssa_Blvrb,Sptssa,Blvrb,dir,0
dir_Sptssa_Rnf145,Sptssa,Rnf145,dir,1
dir_Taf5l_Hmox1,Taf5l,Hmox1,dir,0
dir_Taf5l_Igf1,Taf5l,Igf1,dir,0
dir_Tardbp_Mx1,Tardbp,Mx1,dir,1
dir_Tardbp_C3,Tardbp,C3,dir,0
dir_Tbc1d10b_Lgals3,Tbc1d10b,Lgals3,dir,1
dir_Tbc1d10b_Gpnmb,Tbc1d10b,Gpnmb,dir,1
dir_Tpr_Sec11c,Tpr,Sec11c,dir,1
dir_Tpr_Resf1,Tpr,Resf1,dir,1
dir_Tpt1_Aif1,Tpt1,Aif1,dir,0
dir_Tpt1_Hmox1,Tpt1,Hmox1,dir,0
dir_Traf2_Mmp9,Traf2,Mmp9,dir,1
dir_Traf2_Ctsk,Traf2,Ctsk,dir,1
dir_Ube2m_Cd36,Ube2m,Cd36,dir,1
dir_Ube2m_Akr1a1,Ube2m,Akr1a1,dir,1
dir_Ube2n_Peli1,Ube2n,Peli1,dir,1
dir_Ube2n_Clec4e,Ube2n,Clec4e,dir,0
dir_Ube4b_Fcgr4,Ube4b,Fcgr4,dir,1
dir_Ube4b_Slc28a2,Ube4b,Slc28a2,dir,1
dir_Vps52_Cxcl2,Vps52,Cxcl2,dir,1
dir_Vps52_Ptgs2,Vps52,Ptgs2,dir,1
dir_Vps54_Manf,Vps54,Manf,dir,1
dir_Vps54_Alox5ap,Vps54,Alox5ap,dir,0
dir_Vps72_Cdkn1a,Vps72,Cdkn1a,dir,1
dir_Vps72_Npy,Vps72,Npy,dir,1
dir_Yae1d1_Mx2,Yae1d1,Mx2,dir,1
dir_Yae1d1_Zfas1,Yae1d1,Zfas1,dir,1
dir_Yeats4_Ms4a7,Yeats4,Ms4a7,dir,1
dir_Yeats4_Tbrg1,Yeats4,Tbrg1,dir,0
dir_Ylpm1_Ms4a6c,Ylpm1,Ms4a6c,dir,0
dir_Ylpm1_Mpeg1,Ylpm1,Mpeg1,dir,0
